영단어|한국단어|설명
WATER LEVEL DETECTORS|수위 감지기|선박의 화물창에 해수가 유입되어 일정 높이에 도달했을 때 경보를 알려주는 설비로써, SOLAS XII장의 적용을 받는 산적화물선을 포함한 SOLAS II-1/25에서 산적화물선이 아닌 단일 화물창을 가지는 화물선의 경우 화물창에 해당 장비를 설치하도록 요구됨
WATER PLANT COEFFICIENT|수선면적 계수|NULL
WATER SCUPPER|물 배수구|NULL
WATER TIGHT|수밀|NULL
WATER TIGHT BULKHEAD|수밀 격벽|NULL
WATER TIGHT OR WEATHER TIGHT|수밀(혹은 풍우밀)|NULL
WATERTIGHT|수밀성|양방향으로 물의 밀폐되는 것으로, 손상 복원성 검토 시 구획으로 구분되기 위해서는 수밀성이 확보되어야 함
WAVELENGTH DIVISION MULTIPLEXING|파장 다중 분할|NULL
WBT (Water Ballast Tank|발라스트 탱크|NULL
WCA Code of Conduct|서·중앙아프리카 행동강령|서·중앙 아프리카 지역에서의 해적, 무장강도, 불법 해상활동근절을 위한 새로운 행동강령으로 2013년 7월 카메룬에서 채택됨. IMO는 서·중앙 아프리카 지역에 대한 역량 강화 활동을 지원하기 위한 신규 다자 신탁 펀드(multi-donor trust fund)를 조성함
WEIGHT|무게, 하중|NULL
WEIGHT & CENTER OF|무게및무게중심|NULL
WEIGHT & CENTER OF GRAVITY|무게및무게중심|NULL
WELD PROCEDURE|용접절차사양서|NULL
WELD PROCEDURE SPECIFICATION|용접절차사양서|NULL
WELDER QUALFIFICATION TEST|용접사 자격시험|NULL
WELDER QUALIFICATION|용접자격시험|NULL
WELDER QUALIFICATION TEST|용접자격시험|NULL
WELDING|용접|NULL
WELDING PROCEDURE QUALIFICATION TEST|용접법 승인시험|NULL
WELDING PROCEDURE SPECIFICATION|용접시공 절차서|NULL
WELDING RESEARCH COUNCIL|용접 연구 평의회|NULL
WET BULB|습구 온도계(WET BULB THERMOMETER)|NULL
WET FILM THICKNESS(μ)|젖은 도막 두께 (↔ DFT )|NULL
WFT (Wet Film Thickness|습도막(濕塗膜|NULL
WHEEL HOUSE|조타실|NULL
WHEEL HOUSE|조타실, 항해실|NULL
WHO (World Health Organization|세계 보건기구|NULL
WIDE ADDED NETWORK|광역 통신망|NULL
WIDE AREA NETWORK|원거리 통신망|NULL
WIG (Wing in Ground)|위그선|지면효과(Ground effect)를 이용하여 수면 위로 일정 높이로 떠서 고속으로 이동할 수 있는 선박.
WIG (Wing in Ground-Effect) Ship|해면효과익선|NULL
WINDAGE LOSS|풍손|NULL
WINDING|몰드 변압기 권선|NULL
WINDING|배전용 변압기 권선|NULL
WIPO|세계지식재산기구|WIPO (World Intellectual Property Organization), WIPO는 유엔의 특별기구 중 하나로, 1967년 설립되었으며 창조 활동을 증진하고 지식 재산권을 전 세계적으로 보장하자는 취지에서 출범함
WITH AVERAGE|단독 해손 담보|NULL
WMU|세계해사대학|WMU (World Maritime University), 해사 전문 인력 양성을 통해 국제해사기구(IMO) 회원국 간의 소통을 활성화하고 안전하고 깨끗한 해운산업을 위해 1983년 IMO가 스웨덴 말뫼에 설립한 대학원 중심의 국제적 교육기관임
WMUWA|세계해사대학 여성협회|WMUWA (World Maritime University Women’s Association), 2014년 설립되었으며, 국제 해운산업에서 여성 전문가들의 인적 네트워크 증진과 발전적인 협회의 발전 방향에 대해 논의하고 국제 해운산업계의 여성 진출을 독려하는 모임
WOMESA|동남아프리카 해사 여성협회|WOMESA (Women in the Maritime Sector in Eastern and Southern Africa), IMO 지원으로 2007년 케냐에 설립되었으며, 동남아프리카 지역의 해운산업 부문에서의 여성 진출과 훈련 및 기술 발전을 촉진하는 것을 주목적으로 함
WORK COMMENCEMENT|착공|NULL
WORK ORDER|작업지시서|NULL
WORKING HOLE|작업용 구멍|NULL
WORKING PRESS|작동 압력|NULL
WORLD TRADE ORGANIZATION|세계 무역 기구|NULL
WOUND CORE|권철심|NULL
WOUND CORE TRANSFORMER|권철심 변압기|NULL
WOUND ROTOR|권선형 회전자|NULL
WOUNDROTOR INDUCTION MOTOR|권선형 유도전동기|NULL
WPS (Welding Procedure Specification|용접시공 절차서|NULL
WRC|세계전파통신회의|WRC (World Radio-communication Conference) 주파수 국제 분배와 전파통신 분야 중요 사항을 결정하는 ITU(국제전기통신연합) 최고 의결 회의로, 4년마다 개최됨
WSD (Work Sequence Diagram|단계별 공사요령서（의장공사）|NULL
WWNWS|전 세계 항행경보 서비스|WWNWS (World-Wide Navigational Warning Service), IMO 및 IHO가 설치한 경보 시스템. 고주파 무선 신호로 조난 위치, 연안 해역 구조 및 위험 요소 등에 대한 경보 서비스가 제공됨
Wage Rate|임율(賃率|NULL
Wagon Deck|차량갑판|차량도선에서 차량의 출입과 운반을 위하여 레일과 차량고정장치를 갖춘 갑판
Waist Deck|중앙부갑판|선체 중앙부에 있는 상갑판
Waiting Time|작업대기시간|NULL
Wake|후류|반류와 동일
Wake Equalizing Duct|프로펠라측 덕트|NULL
Walkie-Talkie|워어키 토오키|NULL
Walkway during Construction|건조중(建造中) 통로|NULL
Wall Crane|벽붙이 크레인|NULL
War Ship|군함|전투에 사용되는 무장된 함정
Wardrobe|옷장|NULL
Warehouse|창고(倉庫|NULL
Warning Light|경계등|위험물을 적재하거나 기름 하역 중인 선박에서 위험상태를 표시하는 적색 등으로 마스트 같은 곳에 표시함
Warship|군함(軍艦|NULL
Wash Basin|세면기(洗面器|NULL
Wash Bulkhead|물막이격벽|용량이 큰 딥탱크나 픽탱크의 액체유동을 억제하기 위하여 세우는 구멍뚫린 격벽
Waste Heat|폐열(廢熱|NULL
Waste Heat Boiler|폐열보일러|배기속에 남은 열을 이용하여 증기를 발생시키는 보일러
Waste Heat Recovery System|폐열회수시스템|주기의 배기가스나 냉각수 등에서 폐열을 회수하여 유용하기 위한 시스템
Waste Heat Recovery System (WHRS)|선박 폐열 회수장치|선박 엔진 배기가스의 열에너지를 전기에너지로 전환하여 재활용하는 에너지 저감 기술로 연료유 효율 개선에 기여
Waste Oil Tank (W.O. Tk|폐유(廢油)탱크|NULL
Waste Oil Treating Device|폐유처리장치|폐유를 화학적 처리법이나 소각법으로 처리하는 장치
Water Boat|급수선|항내 정박중인 선박에 식수를 공급하는 배
Water Closet (W.C|화장실(化粧室)，변소|NULL
Water Content|수분 함량(水分含量|NULL
Water Cooling|수냉|물로 냉각하는 것
Water Hammering|수격작용(水擊作用|NULL
Water Jacket|물재킷|고열이 나는 열기관 주위로 물(청수 또는 해수)이 순환하면서 열을 흡수하여 식혀주도록 물을 담는 공간
Water Line|수선(水線|NULL
Water Meter|수량계|물의 흐르는 양을 계측하는 계기
Water Plane|수선면(水線面|NULL
Water Pollution|수질 오염(水質汚染|NULL
Water Proof|방수|비나 이슬 등에 노출돼도 물이 스미지 않는 상태 또는 성질
Water Softner|연수장치|경수를 연수화기키는 장치
Water Spray Pump|물분무펌프|소화용으로 물을 뿜어주는 펌프
Water Supply Test|통수시험|배관 의장공사 완료 후 이상유무를 확인하기 위해 실시하는 물청수 또는 해수계통의 유통시험
Water Trap|드레인 트랩|NULL
Waterjet|물분사|펌프원리를 이용하여 물을 선체내부로 빨아드렸다가 뒤로 내뿜는 반력을 이용하는 추진방식
Waterjet Propulsion|워터제트 추진|NULL
Waterjet Ship|물분사선|물분사로 추진하는 선박
Waterline Length|수선길이|선박의 계획만재흘수선상의 선수단에서 선미단 까지 잰 길이
Waterplane|수선면|선박의 어떤 흘수에서 수면으로 절단한 선체의 수평단면
Waterplane Area|수선면적|수선면으로 둘러싸인 부분의 면적
Waterproof|방수(防水|NULL
Watertight|수밀|물이 새지 않는 구조
Watertight Bulkhead|수밀격벽|침수가 퍼지는 것을 막기 위해 선체를 몇 개의 수밀구역으로 구분하고 각 구역간의 물을 막아주기 위한 격벽
Watertight Bulkhead (W.T Bhd|수밀 격벽(水密隔壁|NULL
Watertight Compartment|수밀 구획(水密區劃|NULL
Watertight Compartment|수밀구획|수밀격벽으로 둘러 쌓인 구역
Watertight Floor|수밀늑판|이중저내의 수밀구획을 막아주는 실체늑판으로 보통은 수밀격벽의 위치와 일치함
Watertight Test|수밀 시험(水密試驗|NULL
Watertight Test|수밀시험|수밀구획의 수밀성을 검사 확인하는 시험
Watt-Hour Meter|적산전력계|NULL
Wattmeter|전력계|전류계와 전압계의 원리를 병용하여 전기회로에서 전력을 직접 측정하는 계기
Wave|파|물의 자유표면이 교란되어 발생한 물결
Wave Crest|파정|파에서 가장 높은 부분
Wave Frequency|파진동수|파의 원진동수 또는 파주기의 역수
Wave Height|파고|파정과 파정 사이의 수직거리
Wave Length|파장|연속하는 두 개의 파정과 파정 사이의 수평거리
Wave Making Resistance|조파 저항(造波低抗|NULL
Wave Making Resistance|조파저항|배가 진행할 때 물결을 일으키면서 생기는 저항성분
Wave Period|파도주기|파도가 단위파장을 진행하는 데 걸리는 시간
Wave Shearing Force|파전단력|파도와 배의 운동에 의해 선체 횡단면에 작용하는 전단력
Wave Steepness Ratio|파기울기|파고와 파장과의 비
Wavelength Division|파장 다중 분할|NULL
Wax Pattern|밀본|밀랍으로 만든 모형을 주물모래에 묻고 가열하여 밀납을 녹여 주형을 만드는데 사용하는 것
Waybill|운송장|위탁자, 운송업자 및 위탁자 간의 위탁운송에 관하여 화물의 운송내용을 기재한 문서로 이 계약은 위탁에 관한 당사자의 소유권 및 책임 문제를 다루고 있으며 화물이 운송되었음을 증명하는 서류로 활용됨
Wear Respirator|마스크 착용|NULL
Wear and Tear|쇠모(마모)|재료가 마찰이나 반복사용으로 닳거나 피로작용을 일으키는 현상
Weardown|마모(磨耗|NULL
Weather Adjustment|천후조정|오토파릴럿에서 폭풍우 등 해상상태에 맞추어 침로를 포함하여 불감대의 폭을 조절하는 장치
Weather Effect|일기 영향(日氣影響|NULL
Weather Forecast|일기 예보(日氣豫報|NULL
Weather Tight|풍우밀|비바람이 새지 않는 것
Weather Tight Door|풍우밀문|노출부 벽에 설치되어 비바람과 해수가 새지 않는 구조로 된 문
Web Frame|특설 늑골(特設肋骨|NULL
Wedge|쐐기|길이 방향의 단면이 날카로운 V자모양이 되도록 나무나 쇠붙이를 깎아 놓은것
Weekday|평일 (平日|NULL
Weight Curve|중량곡선|배의 길이방향으로 본 중량분포를 나타낸 곡선
Weight Estimation|중량추정|설계시에 선박의 중량을 미리 추정하는 것
Weight on Board|적재중량|선박에 적재된 화물과 기타 물품의 중량
Weighted Average Method|가중평균(加重平均)법|NULL
Weighted Index Number|가중 지수(加重指數|NULL
Weighted Mean|가중 평균(加重平均|NULL
Weld Condition|용접 조건(熔接條件|NULL
Weld Defects|용접 결함(熔接缺陷|NULL
Weld End|용접 끝단부|NULL
Weld Geometry|용접 형상(熔接形象|NULL
Weld Length|용접길이|연속된 용접부의 크레이터를 제외한 길이
Weld Metal|용접금속|용접부의 일부에서 용접하는 동안 용융 응고된 금속(용착금속 이라고도 함)
Weld Penetration|용입|NULL
Weld Size|용접 치수|NULL
Weld Zone|용접부|용접금속과 열영향부를 포함한 부분의 총칭
Weldability|용접성|모재나 용접재의 용접 적합성을 평가하는 용어
Weldabiltiy|용접성(熔接性|NULL
Welded Construction|용접 구조(熔接構造|NULL
Welded Joint|용접이음|용접에 의하여 접착되는 이음방식
Welder Performance Test|용접사 기량시험|NULL
Welder's Qualification Test|용접사 자격시험|NULL
Welding Arc Voltage|용접 아크전압|NULL
Welding Current|용접 전류(熔接電流|NULL
Welding Current|용접전류|용접에 필요한 열을 주기 위하여 보내는 전류
Welding Dissimilar Metals|이종금속의 용접|NULL
Welding Distortion|용접변형|용접열에 의해 팽창 응고 수축되는 과정에서 부재에 나타나는 변형
Welding Flux|용접용 플럭스|용접시에 용융된 금속을 보호하고 아크를 안정시키며 금속내에 불순물을 제거시켜 주기 위하여 사용되는 용접부가재료
Welding Flux|용제(용접|NULL
Welding Head|용접헤드|자동용접장치에서 용접와이어를 공급하는 부분
Welding Machine|용접기|NULL
Welding Material|용접재료|NULL
Welding Metallurgy|용접 금속학|NULL
Welding Pass Sequence|용접순서(熔接順序|NULL
Welding Position|용접자세(熔接姿勢|NULL
Welding Procedure|용접 시공법|NULL
Welding Procedure Qualification Test|용접법 승인시험|NULL
Welding Procedure Test|용접시공시험|용접시공방식의 변환이나 새로운 시공법의 적용이 필요할 때 새로 적용하는 방식의 인증을 받기 위한 시험
Welding Process|용접법|용접작업을 하는 방법
Welding Reinforcement|용접덧붙임|용접이음에 보태주는 덧살
Welding Rod|용접봉(熔接棒|NULL
Welding Sequence|용접 순서/방법|NULL
Welding Sequence|용접순서|용접을 실시하는 순서
Welding Shrinkage|용접 수축(熔接收縮|NULL
Welding Stress|용접응력|용접부가 가열 냉각되는 과정에서 주변의 구속으로 인하여 생기는 잔류응력
Welding Symbols|용접 기호(熔接記號|NULL
Welding Table|용접대|NULL
Welding Throat|용접각목(熔接脚目|NULL
Welding Tip|용접구멍|가스용접 토치의 선단에서 불을 뿜는 구멍
Welding Torch|용접 토오치|NULL
Welding Transformer|용접변압기|교류전원(220 volt이상)에 접속하여 정전류 특성을 내는 교류아크용접용 변압기
Welding Wire|용접용 와이어|자동과 반자동용접에서 용가재로 쓰이는 금속선으로 릴에 감겨져 있음
Weldolet|용접식 돌기물|NULL
Welfare Provisions|복리 후생(福利厚生|NULL
Well Deck|웰갑판|선수루와 선미루가 분리되어있는 선박에서 선루가 없는 부분의 상갑판
Wet Dock|계류 독|간만의 차가 심한 수로에서 간조시에 수로 입구를 막아 배가 떠있도록 한 독
Wet Provision|부식(냉동/냉장요|NULL
Wet Steam|습증기(濕蒸氣|NULL
Wether Deck|노천갑판|덮개 없이 대기에 노출되어있는 갑판
Wether Ladder|노천사다리|노천부 갑판에 오르내리도록 설치된 사다리
Wetted Surface Area|침수 면적(沈水面積|NULL
Whale Back Vessel|경배선|거북등 갑판으로 된 선박으로 갑판과 외판이 둥글게 연결되고 시어(Sheer)가 없음
Whale Mother Ship|포경모선|고래 처리공장이 설치되어있으며 선원의 휴양설비를 갖추고 포경선에 소모품을 공급하는 등의 역할을 하는 대형선
Whale Scouting Vessel|탐경선|고래가 있는 곳을 찾아서 포경선에 알려주는 배
Whale Winch|포경윈치|포경포가 발사한 작살 로프를 감아올리는 윈치로 중량물 인양도 가능함
Wharf Crane|안벽 크레인|NULL
Wharfage|부두 사용(료|NULL
Wharfage|부두사용료|부두를 사용했을 때 부과하는 요금
Wharfinger|부두관리인|부두의 모든 시설을 관리하는 사람
Wheelhouse (W/H|조타실(操舵室|NULL
Whipping|휘핑|배가 황천항해시에 물결의 충격으로 심한 상하진동을 일으키는 것
